Variation,visit_id,confirm,start,step_1,step_2,step_3,Complete_Status
Control,827856101_22967426646_261583,0,8,0,0,0,Not completed
Control,82787094_28456494756_318118,1,1,1,1,0,Completed
Control,82790339_16118270424_657921,1,2,2,1,1,Completed
Control,827943150_36205861889_676332,0,1,0,0,0,Not completed
Control,827981136_940919382_380869,0,2,4,4,2,Not completed
Control,828015785_13000428132_161761,1,3,3,1,1,Completed
Control,828019160_95762155633_816030,0,1,1,0,0,Not completed
Control,828084269_40562012624_361773,0,1,0,0,0,Not completed
Control,828104666_24461543140_172401,1,1,1,1,1,Completed
Control,828149258_62903958900_492870,0,2,1,1,1,Not completed
Control,828184485_12892465277_645606,0,1,1,0,0,Not completed
Control,828216523_5335391632_892433,0,3,2,1,0,Not completed
Control,828222578_63041943979_472560,0,1,1,1,1,Not completed
Control,828241581_22780981736_452156,0,1,1,2,1,Not completed
Control,82826369_17146795583_628815,1,1,1,1,1,Completed
Control,828312709_72790779577_957188,1,1,1,1,1,Completed
Control,828337613_2289170421_816260,0,1,2,3,3,Not completed
Control,828423330_55084903979_875719,0,3,1,1,0,Not completed
Control,828444548_30454044671_902549,0,1,1,2,4,Not completed
Control,828490929_66489237452_342473,1,1,1,1,0,Completed
Control,828507577_6043891649_57712,0,1,0,0,0,Not completed
Control,82855507_48624899943_562821,0,1,1,1,1,Not completed
Control,828572739_70205285863_57553,0,4,0,0,0,Not completed
Control,828611218_86113848863_277062,1,1,1,1,0,Completed
Control,828642230_60381072512_358098,0,1,1,1,1,Not completed
Control,828649508_33866638772_234362,1,1,1,1,1,Completed
Control,828654060_56915160397_665904,0,1,0,1,0,Not completed
Control,828690850_13796778262_484394,0,2,0,0,0,Not completed
Control,828696875_95193498247_362247,0,3,2,0,0,Not completed
Control,828769867_13841660967_684260,0,1,1,0,0,Not completed
Control,828825496_75406154732_56148,1,1,0,1,1,Completed
Control,82884738_71252390559_180820,0,1,0,0,0,Not completed
Control,828884574_11008889087_402957,0,1,1,0,0,Not completed
Control,828917167_60203142830_654773,0,1,1,0,0,Not completed
Control,828934523_66735175766_628761,0,2,1,1,1,Not completed
Control,829013070_16292405450_776804,0,1,0,0,0,Not completed
Control,82910969_41005100320_587790,0,1,1,1,0,Not completed
Control,829125931_28570944190_945708,0,1,1,0,0,Not completed
Control,829134_87043535169_769473,0,2,1,1,1,Not completed
Control,829148934_9921404344_147548,0,2,1,1,0,Not completed
Control,829155790_4105037093_407771,0,1,1,0,0,Not completed
Control,829173976_70526959820_327027,1,1,1,1,1,Completed
Control,829207767_3605975751_485034,0,4,2,1,1,Not completed
Control,829303982_66506596123_1093,0,3,2,1,0,Not completed
Control,8293055_76149495765_514546,0,1,4,3,0,Not completed
Control,829347162_19557034928_345335,1,1,1,1,0,Completed
Control,829347409_94921713699_723211,1,1,1,1,1,Completed
Control,829367681_68550017675_664365,0,9,1,1,0,Not completed
Control,829379678_43590716900_255133,1,1,1,1,1,Completed
Control,82938630_3620031320_997155,1,2,3,3,2,Completed
Control,829400565_32740171424_445120,1,1,1,1,1,Completed
Control,829460744_32753948976_639335,1,1,1,1,1,Completed
Control,829461142_93509608394_866476,1,2,1,1,1,Completed
Control,829479879_99502342682_854877,1,2,2,1,1,Completed
Control,82952799_8149191487_392646,0,1,1,0,0,Not completed
Control,829545222_55927928259_673707,1,1,1,1,1,Completed
Control,829555801_49957835654_561899,1,1,1,1,1,Completed
Control,829570221_19650375753_395512,1,1,1,1,1,Completed
Control,829596798_72593248886_988356,1,1,1,1,1,Completed
Control,829608579_84239431852_14014,1,1,1,2,2,Completed
Control,829721922_99983442760_367302,1,1,1,1,1,Completed
Control,829729788_55767732905_977708,1,1,1,1,1,Completed
Control,829747724_2191063855_777121,0,4,1,2,0,Not completed
Control,829846362_38490362243_840388,0,4,0,0,0,Not completed
Control,829857361_34561727220_734334,0,2,1,0,0,Not completed
Control,829873605_73161322579_992530,1,1,1,2,1,Completed
Control,829939495_68862706373_680245,1,1,1,1,1,Completed
Control,829959480_73004190315_748544,1,1,1,1,1,Completed
Control,829978509_12202837592_744563,0,1,1,0,0,Not completed
Control,830128064_49119685095_341227,0,2,0,0,0,Not completed
Control,830148525_17857868786_680656,0,1,0,0,0,Not completed
Control,830154129_83911946154_32304,0,1,1,0,0,Not completed
Control,830172124_66181366_341158,0,1,1,1,0,Not completed
Control,83017958_17002416842_131240,1,1,1,1,1,Completed
Control,830181358_5228500497_762206,0,1,0,0,0,Not completed
Control,830238778_97453016661_658494,0,1,1,1,0,Not completed
Control,830305007_72938485003_775746,0,3,2,2,1,Not completed
Control,830343469_69197719668_147981,1,1,1,1,0,Completed
Control,830483415_86548143056_586832,1,1,1,2,2,Completed
Control,830499115_29780965878_822608,1,1,1,1,1,Completed
Control,830541341_78594208991_672371,0,1,0,0,0,Not completed
Control,830588202_78840716629_953483,0,1,1,1,0,Not completed
Control,830635067_5977927240_558758,0,1,1,1,1,Not completed
Control,830655477_74984228132_917163,0,1,0,0,0,Not completed
Control,830739707_79537251481_921441,0,3,3,1,0,Not completed
Control,830751376_9024294945_594692,0,3,2,1,0,Not completed
Control,830783092_21073737555_317020,0,3,0,0,0,Not completed
Control,830883554_91468062588_707206,0,1,1,1,1,Not completed
Control,830885607_31416255043_249802,0,2,5,2,2,Not completed
Control,830919705_69864275664_867328,3,1,1,1,1,Completed
Control,830967540_6181844843_12321,0,1,0,0,0,Not completed
Control,831014619_17548128198_817092,1,1,1,1,1,Completed
Control,831015734_74067023632_238184,1,1,1,1,1,Completed
Control,831017060_96273461830_279796,0,2,3,1,1,Not completed
Control,831047824_45945167401_709262,0,1,1,1,1,Not completed
Control,831056474_90276336611_364486,1,1,1,1,0,Completed
Control,831093180_20789582074_414751,0,1,1,0,0,Not completed
Control,831111510_88066100214_760006,0,1,0,0,0,Not completed
Control,83115112_65380151861_325056,0,1,1,1,1,Not completed
Control,831166171_24789247650_529040,0,3,0,0,0,Not completed
Control,831199161_3190374994_876504,0,1,0,0,0,Not completed
Control,831222368_27332876510_203706,1,1,1,2,1,Completed
Control,831244675_27449752264_35400,1,1,1,1,1,Completed
Control,831249780_77752460658_719086,0,1,0,0,0,Not completed
Control,831282063_85289521406_431699,1,1,1,1,1,Completed
Control,831286606_33643095519_173167,1,1,0,1,1,Completed
Control,831295837_13703472045_160429,1,1,1,1,1,Completed
Control,831320649_76209874237_90916,0,2,0,0,0,Not completed
Control,831356199_98155572019_319548,1,1,1,1,1,Completed
Control,83135794_84145151599_198929,1,1,1,1,1,Completed
Control,831397592_13009870078_413781,1,2,2,2,1,Completed
Control,831408564_51904776379_258641,0,1,1,0,0,Not completed
Control,831425664_10941702314_318574,0,1,0,0,0,Not completed
Control,831447138_95483176118_408052,0,1,1,1,0,Not completed
Control,831490009_48703114228_597890,0,1,2,2,2,Not completed
Control,831494997_68413729351_634994,0,1,0,0,0,Not completed
Control,831527682_86462898574_564727,1,1,1,1,1,Completed
Control,831574999_44201225120_924459,1,2,3,3,1,Completed
Control,831665292_78584139668_873254,0,2,0,0,0,Not completed
Control,831679111_33451328113_338261,0,2,1,1,1,Not completed
Control,831707654_41190158904_204911,0,1,1,2,1,Not completed
Control,831719020_8494790386_695157,0,1,0,1,0,Not completed
Control,831722751_6427580058_866926,0,1,0,1,1,Not completed
Control,831757681_85253205854_186806,1,1,1,1,0,Completed
Control,831805397_62965771356_841429,0,2,1,1,2,Not completed
Control,831832606_47570249946_935783,0,1,1,0,0,Not completed
Control,831871456_41372033451_394051,0,1,1,1,1,Not completed
Control,831889184_35974357223_937101,0,1,0,0,0,Not completed
Control,831939896_16054207060_8771,1,1,1,1,1,Completed
Control,83195160_59807689273_401966,0,2,2,0,1,Not completed
Control,83198274_89190483556_480830,0,1,0,0,0,Not completed
Control,831984710_29048883759_459210,2,1,1,1,0,Completed
Control,831987489_84761163210_335684,0,7,1,1,0,Not completed
Control,831989166_88947830311_704629,0,1,1,0,0,Not completed
Control,832007421_51583702086_73126,0,1,1,1,1,Not completed
Control,832023538_45211815337_894855,0,1,0,0,0,Not completed
Control,832074226_4580432203_13329,0,1,0,0,0,Not completed
Control,832085507_60862920385_927063,0,2,2,2,1,Not completed
Control,832094924_94176257578_920697,0,1,1,0,0,Not completed
Control,832161278_16812020442_337863,0,3,1,0,0,Not completed
Control,832173934_36587835794_449649,0,1,0,0,0,Not completed
Control,83222395_23646900977_2293,0,3,0,0,0,Not completed
Control,832258617_14424154310_14137,0,1,0,0,0,Not completed
Control,832286078_45088266001_572738,0,1,0,0,0,Not completed
Control,832322908_10055359044_812179,0,1,0,0,0,Not completed
Control,832381944_93347851666_534099,0,2,0,0,0,Not completed
Control,832408443_71777048391_510494,0,1,1,0,0,Not completed
Control,832439450_49819519250_758372,0,1,0,0,0,Not completed
Control,832494492_45349520120_888254,0,2,0,1,1,Not completed
Control,83251237_263884210_3560,0,1,0,0,0,Not completed
Control,832555442_41807431021_318223,1,1,1,1,1,Completed
Control,832598928_97009844083_761678,0,1,1,1,1,Not completed
Control,832632189_68363430516_497958,0,1,0,0,0,Not completed
Control,832639553_66426067974_427513,0,1,1,1,1,Not completed
Control,832669529_38398576285_990175,0,1,2,2,2,Not completed
Control,832737160_67529060510_878328,0,1,1,1,0,Not completed
Control,83275091_46208216467_790547,1,1,1,1,1,Completed
Control,832755384_88861255113_200760,1,1,0,1,1,Completed
Control,832760795_27066787108_904791,0,1,0,0,0,Not completed
Control,832799763_30768745545_258613,1,2,1,1,0,Completed
Control,832833313_74771600074_238214,0,1,1,1,0,Not completed
Control,832837023_41747626660_512837,0,1,1,2,1,Not completed
Control,832850010_45997570635_602239,1,1,1,1,1,Completed
Control,83289471_39692106632_617096,0,2,0,0,0,Not completed
Control,832967821_5023460650_864041,1,1,1,1,1,Completed
Control,832996378_68208296466_370512,1,1,1,1,1,Completed
Control,833021313_75451123611_946904,1,2,2,3,1,Completed
Control,833144816_67650067863_729845,0,1,0,0,0,Not completed
Control,833222208_74158679142_606688,0,1,1,1,1,Not completed
Control,83323447_65465057790_778876,0,1,1,1,1,Not completed
Control,833290604_39084952873_924848,0,1,0,0,0,Not completed
Control,833311576_39231715923_260710,0,2,2,1,0,Not completed
Control,833322854_17779970532_101606,1,1,1,1,1,Completed
Control,833401608_29417367318_314221,0,1,3,2,2,Not completed
Control,833414391_48972751548_32120,0,1,1,3,2,Not completed
Control,833430414_18477186197_848963,1,1,1,1,0,Completed
Control,833432979_83091291903_976733,1,1,1,1,1,Completed
Control,833433809_67706629823_501221,0,2,2,0,0,Not completed
Control,833438748_5937986434_796453,0,3,1,1,0,Not completed
Control,833491288_51033858637_601707,1,1,1,1,1,Completed
Control,833511632_39896871825_982120,0,1,1,2,2,Not completed
Control,833626211_68875070592_912944,0,1,1,0,0,Not completed
Control,833650347_46736963931_893669,0,1,0,1,0,Not completed
Control,833654398_60573058754_25489,0,1,1,1,1,Not completed
Control,833699991_27915814533_898376,0,1,0,0,0,Not completed
Control,833759703_93388612417_894717,0,1,1,1,1,Not completed
Control,833789182_74639193639_303133,1,1,0,1,1,Completed
Control,833798646_33513495372_940181,1,1,1,1,0,Completed
Control,833865271_45238310072_576714,0,1,1,0,0,Not completed
Control,833912106_18444611677_772921,0,1,6,2,0,Not completed
Control,833922530_42839264392_258859,0,3,2,2,0,Not completed
Control,833923971_72664980580_850656,0,1,1,1,1,Not completed
Control,833930081_36215317279_18327,0,1,1,1,1,Not completed
Control,833934155_38713636718_323644,0,1,1,2,2,Not completed
Control,833987346_78367194636_498511,1,1,1,1,1,Completed
Control,834087326_20187819291_392909,1,1,0,1,1,Completed
Control,83414647_6246920437_989280,0,1,0,0,0,Not completed
Control,834171969_44464828051_3000,1,1,0,0,1,Completed
Control,834217223_87073021232_790043,1,1,1,1,1,Completed
Control,834222482_88435805611_358661,1,1,1,1,1,Completed
Control,834260868_15152356419_162208,0,2,1,1,1,Not completed
Control,834267743_10458613649_156093,1,1,1,2,2,Completed
Control,834278878_48451086722_76021,0,3,0,0,0,Not completed
Control,834285294_23712916250_814305,1,1,1,1,1,Completed
Control,83430867_2537928283_474400,0,1,1,1,0,Not completed
Control,834345684_20753053466_629354,1,1,1,1,0,Completed
Control,834390400_38935367656_816749,0,1,0,0,0,Not completed
Control,834395545_87040145029_594444,0,2,2,0,0,Not completed
Control,834423208_16317189845_327438,0,1,0,0,0,Not completed
Control,834486038_16415013011_688921,0,1,1,0,0,Not completed
Control,834489877_1354695935_880911,0,1,1,1,0,Not completed
Control,834500858_91465573532_775026,0,2,1,0,0,Not completed
Control,834527560_48651733751_744031,1,2,1,1,1,Completed
Control,834538636_55808126309_690610,0,3,2,2,0,Not completed
Control,834543615_72552373115_570128,0,1,0,0,0,Not completed
Control,8345511_13657546422_885796,1,3,2,1,1,Completed
Control,834554244_29112162541_533699,0,1,1,1,0,Not completed
Control,834588626_25010598901_358043,1,1,1,1,1,Completed
Control,834676451_27820128205_551455,1,1,1,1,2,Completed
Control,834700194_54775340054_207373,0,3,6,4,0,Not completed
Control,834703874_81652602361_748606,9,3,1,10,10,Completed
Control,834714928_72996821837_49482,1,1,1,1,1,Completed
Control,834756600_11790989054_67908,1,1,1,1,1,Completed
Control,834796991_67315822507_912004,0,1,0,0,0,Not completed
Control,834827745_40474957117_261986,0,3,2,2,0,Not completed
Control,834834337_11204901936_646294,0,1,0,0,0,Not completed
Control,834865503_75211619085_126532,0,1,1,2,2,Not completed
Control,834869916_97880477650_169892,0,2,0,0,0,Not completed
Control,834873252_74276118298_886282,0,1,0,0,0,Not completed
Control,834874623_88565939707_409772,0,1,1,0,0,Not completed
Control,834896977_63304889411_496341,1,1,2,2,2,Completed
Control,834996283_57594077658_395706,0,2,1,2,1,Not completed
Control,834996614_7987793896_372567,1,1,1,1,1,Completed
Control,835081810_43076357557_175365,1,1,1,1,1,Completed
Control,835139621_83097941759_534673,1,3,0,1,0,Completed
Control,835144364_36112364730_321774,0,1,1,1,1,Not completed
Control,835146374_34577692322_229073,0,1,1,1,1,Not completed
Control,835166940_7083921396_475119,1,3,2,4,4,Completed
Control,835168212_75380131107_301904,0,1,1,1,1,Not completed
Control,835217058_22008346412_884255,1,1,1,1,1,Completed
Control,835227428_19120860395_374255,0,2,1,1,0,Not completed
Control,835281562_40725467134_800192,0,1,1,1,1,Not completed
Control,835290828_22841028781_464712,0,3,2,2,0,Not completed
Control,835307810_66943746238_926093,0,1,0,0,0,Not completed
Control,835339108_16865182284_494399,0,2,0,0,0,Not completed
Control,835379599_81610269802_746915,0,4,0,0,0,Not completed
Control,835415604_51662185531_316125,0,11,2,2,0,Not completed
Control,835460260_9327445363_524514,0,1,1,1,0,Not completed
Control,835482692_34233932612_984988,1,1,1,1,0,Completed
Control,835509316_36230236859_187139,0,2,1,1,1,Not completed
Control,835526864_49373862190_618678,0,1,1,1,1,Not completed
Control,835529235_54374005557_432375,0,5,1,2,2,Not completed
Control,835566774_7581485519_45244,1,1,1,1,1,Completed
Control,835572521_68471855004_689378,1,1,1,1,1,Completed
Control,835583945_818026371_442814,0,1,1,1,0,Not completed
Control,835668003_16200785576_613469,0,1,0,1,1,Not completed
Control,835706291_9451318311_37278,0,1,0,0,0,Not completed
Control,835724190_53341982528_189539,1,1,0,1,1,Completed
Control,83576387_10887503233_725242,0,1,1,1,1,Not completed
Control,835812370_86605248358_604773,0,1,1,0,0,Not completed
Control,83585118_31141957376_401051,0,2,0,0,0,Not completed
Control,835874876_62382809853_939025,1,1,1,3,2,Completed
Control,835878652_24456545521_44424,1,1,1,1,1,Completed
Control,835898291_70989249942_258197,1,1,1,1,1,Completed
Control,835906753_95686008932_445513,1,2,1,1,1,Completed
Control,835938450_10430575260_943080,1,1,1,2,2,Completed
Control,835952985_18525533289_615992,1,1,1,1,1,Completed
Control,836011830_49829995390_420568,0,1,0,0,0,Not completed
Control,836015679_74578925111_925776,0,1,1,1,1,Not completed
Control,836029577_84730980599_643141,0,1,1,1,1,Not completed
Control,836036682_81419714553_151068,0,2,0,0,0,Not completed
Control,836052191_89037652048_89409,0,1,1,0,0,Not completed
Control,836058767_2804465998_372230,0,1,1,1,1,Not completed
Control,836118412_78047282729_222955,1,1,1,1,0,Completed
Control,836183555_54513971420_663595,0,4,0,1,1,Not completed
Control,836278810_38416935135_853465,1,1,0,1,0,Completed
Control,836292286_72673855658_387083,0,1,0,0,0,Not completed
Control,836297133_20268264719_329428,1,1,1,1,0,Completed
Control,836396690_92087020448_526441,0,2,2,2,1,Not completed
Control,836403442_74961540216_607418,0,1,1,1,1,Not completed
Control,836408984_55136383314_396445,0,1,1,0,0,Not completed
Control,836426308_37428145200_83401,1,1,1,1,0,Completed
Control,83651464_80099983884_506944,0,1,0,0,0,Not completed
Control,836515765_3998208110_916606,0,1,0,0,0,Not completed
Control,836539486_26687558226_154497,0,1,0,0,0,Not completed
Control,836542737_63036716413_418659,1,1,0,1,1,Completed
Control,836566547_77493127035_722831,0,2,2,0,0,Not completed
Control,836617114_37508022846_666097,0,1,1,1,0,Not completed
Control,836629307_50318171065_68505,0,1,0,0,0,Not completed
Control,836644365_96982801177_114845,1,1,1,3,2,Completed
Control,836646788_30466844075_907915,0,1,1,0,0,Not completed
Control,836659245_9779324215_749668,0,2,0,0,0,Not completed
Control,83666933_73106147494_206755,1,1,1,1,0,Completed
Control,836687725_1061513589_683310,0,1,1,1,1,Not completed
Control,836755201_28562241586_166585,0,4,0,0,0,Not completed
Control,836889032_85368477523_560695,1,1,1,1,1,Completed
Control,836961039_21953421245_253234,0,1,1,1,0,Not completed
Control,837077267_74627926254_95187,0,2,1,0,0,Not completed
Control,837103522_97699545572_901529,0,2,0,0,0,Not completed
Control,837139978_54280318125_759768,1,1,1,2,1,Completed
Control,837142443_83137726523_916040,1,2,2,2,0,Completed
Control,837157319_45461666186_369616,0,1,1,1,0,Not completed
Control,837204713_61360803202_672978,1,1,1,1,2,Completed
Control,837206091_53544594721_859813,1,2,1,1,0,Completed
Control,837255351_37190442664_678135,1,2,0,1,1,Completed
Control,837296625_44914672712_357794,0,1,0,0,0,Not completed
Control,837347030_12525323028_838812,0,1,0,0,0,Not completed
Control,837359969_15819077808_476602,0,1,0,0,0,Not completed
Control,837365165_76314743030_903785,1,1,1,1,1,Completed
Control,837387809_58431177683_896484,1,1,1,1,1,Completed
Control,837390152_40035353944_687691,0,3,1,0,0,Not completed
Control,837405782_90426730549_648237,1,2,1,1,0,Completed
Control,837413348_63599315293_998668,0,1,1,1,0,Not completed
Control,837426310_40624956630_941511,0,1,1,1,0,Not completed
Control,837441985_91676194432_403853,1,1,1,1,1,Completed
Control,83744286_80025270023_412601,1,1,1,1,1,Completed
Control,837522386_15175997941_88312,1,1,1,1,0,Completed
Control,83757821_39971847394_391196,0,1,1,1,0,Not completed
Control,837590072_9847351219_440868,0,9,0,0,0,Not completed
Control,837610451_30537717891_445305,0,1,1,3,3,Not completed
Control,837652083_45096893760_372793,1,1,1,1,1,Completed
Control,837698385_29028933027_243575,0,2,0,0,0,Not completed
Control,837728082_77283008158_879735,0,1,1,0,0,Not completed
Control,837728112_21431996470_657152,1,1,2,2,2,Completed
Control,837749419_74279828868_607267,0,1,0,0,0,Not completed
Control,83778467_5365310418_36528,2,6,2,2,2,Completed
Control,837814365_45174336112_403801,0,2,1,1,0,Not completed
Control,837826340_81690155681_645643,0,1,0,0,0,Not completed
Control,837883201_83975317582_380697,1,1,1,1,1,Completed
Control,837909438_390680064_854546,0,1,0,0,0,Not completed
Control,837931994_96919172630_419742,0,1,1,0,0,Not completed
Control,837962369_92092779316_90860,0,2,1,1,0,Not completed
Control,838003333_85797602747_670125,0,1,0,0,0,Not completed
Control,838006166_54356232655_183422,1,1,1,1,1,Completed
Control,838018212_31226475156_312275,3,1,1,1,1,Completed
Control,838030224_68330211852_122443,0,1,1,0,0,Not completed
Control,838077659_54962369820_450600,1,2,1,1,1,Completed
Control,838163896_65615428033_444917,0,2,2,1,0,Not completed
Control,838174685_70885550320_178460,1,1,1,1,1,Completed
Control,838186030_74835070084_762390,0,1,1,1,0,Not completed
Control,838192069_77851843179_675159,4,1,1,1,1,Completed
Control,838205622_53688635873_807284,0,3,1,0,0,Not completed
Control,838218816_7321471729_221054,1,3,1,1,1,Completed
Control,838256292_78101647571_666793,1,1,1,1,1,Completed
Control,838312053_27854664458_409228,0,2,1,1,1,Not completed
Control,838365482_72595151057_347272,0,1,1,1,1,Not completed
Control,838405471_90298777219_645577,0,1,0,1,1,Not completed
Control,838410790_67043877418_809776,1,1,1,1,1,Completed
Control,838420730_46366478944_46293,1,5,3,2,1,Completed
Control,838425641_58860619588_407038,1,1,1,3,3,Completed
Control,838465347_98103284473_101024,1,1,1,1,1,Completed
Control,838482508_41631168847_194774,0,1,1,1,1,Not completed
Control,83849343_35419810348_302478,0,1,1,1,1,Not completed
Control,838516166_71884243134_500595,0,1,1,1,1,Not completed
Control,838566701_76135441905_487873,1,1,1,1,0,Completed
Control,838644142_8256657558_113122,1,4,3,2,2,Completed
Control,838684176_56275711647_306853,0,2,0,0,0,Not completed
Control,838699068_82175020763_673283,1,1,1,1,2,Completed
Control,83873769_62601228703_761410,1,1,1,1,0,Completed
Control,838746751_55602805361_254289,0,2,1,0,0,Not completed
Control,838794600_4925959057_19772,1,2,2,1,1,Completed
Control,838798471_55032958251_763064,0,1,0,0,0,Not completed
Control,838812957_44062396262_43776,0,1,0,0,0,Not completed
Control,838824295_72609371741_653947,0,1,1,1,1,Not completed
Control,838829161_4373345419_775287,0,1,1,0,0,Not completed
Control,838843789_85105449331_8893,0,1,0,0,0,Not completed
Control,838976305_91439675597_115496,0,1,1,0,1,Not completed
Control,83899929_1094112741_377606,0,1,1,1,1,Not completed
Control,83900024_64298571182_607169,0,1,1,1,0,Not completed
Control,839046951_76442222814_657930,1,1,1,1,0,Completed
Control,839050951_4751850655_320053,1,1,1,0,1,Completed
Control,839076794_34610253841_213163,1,1,1,3,3,Completed
Control,839087618_62866770140_798180,1,2,1,1,1,Completed
Control,839094916_60504338999_793036,0,3,2,2,0,Not completed
Control,839155139_66011571220_663848,0,1,1,0,0,Not completed
Control,839160357_31291241643_59564,0,1,1,0,0,Not completed
Control,839167491_52615350071_698188,0,1,0,0,0,Not completed
Control,83920082_32143952321_965635,0,2,0,0,0,Not completed
Control,839235384_86564713134_181885,0,1,0,0,0,Not completed
Control,839264243_43905818108_982724,1,1,1,1,1,Completed
Control,839289413_40631822365_826612,1,1,1,1,1,Completed
Control,839302987_54686963408_54005,0,1,0,0,0,Not completed
Control,839365096_11325507145_428019,0,2,1,0,0,Not completed
Control,83939862_59606677406_461256,1,1,1,1,1,Completed
Control,839426190_11373223317_985664,1,1,1,1,1,Completed
Control,839461252_31179922204_695376,0,2,0,1,0,Not completed
Control,839475047_8730670194_137233,0,2,0,0,0,Not completed
Control,839501513_1319652694_257025,0,1,3,1,1,Not completed
Control,839501715_59720291958_208310,0,1,1,1,1,Not completed
Control,839535936_89795143532_652405,1,1,2,4,3,Completed
Control,839548664_41398787707_234562,1,1,1,2,2,Completed
Control,839565911_38728304214_599001,1,1,1,1,1,Completed
Control,839646749_71730641058_266894,1,1,2,2,1,Completed
Control,83968510_5962858385_584740,1,2,2,2,2,Completed
Control,839825508_3904695976_81044,1,1,1,1,1,Completed
Control,839831704_43705474200_962366,0,1,1,1,0,Not completed
Control,839864133_17564691501_732806,0,1,1,2,1,Not completed
Control,839883165_29581592903_427685,1,2,2,2,1,Completed
Control,839908764_78063781412_516745,1,1,1,2,2,Completed
Control,839936805_49173007877_779058,1,1,1,1,1,Completed
Control,839967293_27963377774_950251,0,2,0,0,0,Not completed
Control,839979630_96024578084_988432,1,1,1,1,1,Completed
Control,840010020_15133815982_704378,1,1,1,0,1,Completed
Control,840010323_44575636635_341789,0,1,1,0,2,Not completed
Control,840125158_13016767231_952038,0,1,1,1,0,Not completed
Control,840173479_24112249567_117453,0,1,1,0,0,Not completed
Control,840258546_99610179637_199451,1,1,1,1,1,Completed
Control,840273124_32008180421_913503,0,1,1,1,1,Not completed
Control,840287584_68786390677_813455,0,1,1,1,1,Not completed
Control,840341289_61904027173_13328,0,2,0,0,0,Not completed
Control,840377646_87887201055_1369,1,5,6,1,0,Completed
Control,840384698_15406289853_731737,1,1,1,1,1,Completed
Control,840389707_64674566751_845118,1,2,1,1,1,Completed
Control,84039312_95418009180_855563,0,1,0,0,0,Not completed
Control,840478086_50542797625_44503,1,2,2,2,2,Completed
Control,840480467_56745317542_877526,1,1,1,2,2,Completed
Control,840487668_54012495389_185866,0,1,0,0,0,Not completed
Control,840497531_75588061679_139326,0,1,1,0,0,Not completed
Control,840678112_93449532962_207117,0,1,0,0,0,Not completed
Control,840701390_36410370835_739548,0,1,1,1,0,Not completed
Control,84071364_88509673350_224805,0,2,2,1,1,Not completed
Control,840752164_27121738140_109025,0,1,1,1,0,Not completed
Control,840792837_69459883926_455325,1,1,1,1,0,Completed
Control,840802033_23420433996_466579,0,1,0,0,0,Not completed
Control,840802051_26337967760_432993,1,2,2,1,1,Completed
Control,840868119_9479760391_377494,1,1,1,1,0,Completed
Control,840890048_51097389982_149134,0,3,2,2,0,Not completed
Control,840896116_11624727232_816477,1,1,1,1,1,Completed
Control,840896650_13563475221_286159,0,1,1,1,1,Not completed
Control,840925612_23044953352_431597,0,1,0,0,0,Not completed
Control,840954675_12750026307_976343,0,1,1,0,0,Not completed
Control,841002504_25137386290_402838,0,3,0,0,0,Not completed
Control,841041197_92905983509_448883,0,1,0,0,0,Not completed
Control,841158619_90099596842_939764,0,1,1,1,1,Not completed
Control,84118546_98349682401_349386,1,1,1,1,1,Completed
Control,841231661_37757065625_486221,1,1,1,1,1,Completed
Control,841233875_80854302887_942762,0,1,0,0,0,Not completed
Control,841241935_14289647284_68185,0,2,1,0,0,Not completed
Control,841247895_15491993916_479149,1,2,1,1,1,Completed
Control,841258732_36127823994_892372,0,1,1,0,0,Not completed
Control,841282541_58413188758_487360,0,4,0,0,0,Not completed
Control,841293717_83454322232_184534,0,4,2,0,0,Not completed
Control,841313411_65902936268_297960,0,1,1,1,1,Not completed
Control,841323808_93024609143_214232,0,1,1,1,1,Not completed
Control,841382968_12997307037_286708,1,1,1,1,1,Completed
Control,841489779_47997941103_293460,1,1,1,1,1,Completed
Control,841501124_22538137724_108658,0,1,1,1,0,Not completed
Control,841534658_85271327216_387662,0,1,1,1,0,Not completed
Control,84153714_73299412786_540388,1,3,0,1,1,Completed
Control,841583941_46956594488_755910,0,1,0,0,0,Not completed
Control,841652923_56424358687_156740,0,4,5,2,1,Not completed
Control,84170547_99764603567_211879,0,1,1,0,0,Not completed
Control,841723731_72597592342_192781,0,1,1,1,1,Not completed
Control,841738164_60425758324_718582,2,1,1,1,1,Completed
Control,841808969_97136227223_74040,0,1,1,0,0,Not completed
Control,84183870_55186907267_977814,0,1,0,0,0,Not completed
Control,841840482_93347295639_144590,0,1,1,1,1,Not completed
Control,841907671_86283093194_213108,0,2,1,0,0,Not completed
Control,84191550_23723768147_748108,1,1,1,1,0,Completed
Control,841924390_13724190464_606291,0,3,2,0,0,Not completed
Control,841936333_44588769554_688741,0,2,2,1,0,Not completed
Control,84194116_28377112059_163455,1,1,1,1,0,Completed
Control,841941271_93057455948_378623,0,7,0,0,0,Not completed
Control,841986921_72895988362_454657,0,1,0,0,0,Not completed
Control,842028179_33412006857_431517,0,3,0,0,0,Not completed
Control,842056679_10421556680_971938,0,2,2,0,0,Not completed
Control,842085196_17030150376_768495,0,1,0,0,0,Not completed
Control,842130347_10364618264_114530,1,1,1,1,1,Completed
Control,842131386_93575737034_432494,1,1,1,1,1,Completed
Control,842253539_33863875170_678843,0,1,1,1,0,Not completed
Control,842334822_69349060549_167560,0,1,0,0,0,Not completed
